,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet),Neighbors_Count_UpToDate
4957,Operator 20,Well 469,TFH,5068,11,162,98,8,2244000,30272,1/1/2010,No Data,48.87923799,-103.4384934,,660,55.56,459.8619329,272.9454306,206.5801008,174.1690408,153.5804295,299075.3611,776588.3086,1
4958,Operator 32,Well 4690,TFH,10177,32,151,96,1,3792800,55778,4/20/2014,Sleeves,47.93340344,-102.9034744,CROSSLINKED (HC),660,139,705.5226824,593.4363357,458.530572,378.409672,327.1340127,309185.6953,404646.6582,3
4959,Operator 32,Well 4691,TFH,9971,30,151,96,1,3385580,62913,11/21/2013,Sleeves,47.93340483,-102.9036581,SW-XL HYBRID,565.530485,112.9,628.2051282,561.3083498,412.4643875,341.0365987,290.6996494,309142.9174,404661.849,2
4960,Operator 4,Well 4692,MBH,9922,26,150,100,34,3061020,37713,10/13/2013,Sleeves,47.76229381,-103.4552438,LINEAR GEL (HC),552.121805,74.29,507.6923077,339.7874206,268.2719702,229.9656659,205.2542187,159583.1129,389847.5724,2
4961,Operator 36,Well 4693,TFH,9617,32,149,95,6,2824337,61157,11/10/2013,Sleeves,47.75970914,-102.892984,LINEAR GEL (HC),91.62218,140.34,862.4589086,658.6565856,530.2542187,434.3816203,378.7146614,290956.6208,343395.7452,2.25
4962,Operator 41,Well 4694,TFH,9153,29,151,101,14,5462479,198518,4/11/2014,P & P,47.90455315,-103.5690316,,588.255095,40.99,252.7942143,162.9958361,130.1391628,114.0258602,96.35656366,150289.1029,448513.4583,2.5
4963,Operator 32,Well 4695,TFH,9605,30,151,96,1,3501300,55301,11/18/2013,Sleeves,47.93340622,-102.9038419,CROSSLINKED (HC),620.544465,123.66,744.6745562,684.9550734,469.7731755,375.8638323,302.4271313,309100.1161,404677.048,1
4964,Operator 4,Well 4696,MBH,10302,30,150,100,34,3040360,42000,10/8/2013,Sleeves,47.76212933,-103.4552461,LINEAR GEL (HC),652.75057,85.9,497.9947403,432.7416174,314.9517861,259.4491928,225.997151,159562.6278,389790.6926,0
4965,Operator 11,Well 4697,TFH,9946,36,153,101,12,3826701,95801,9/11/2013,Sleeves,48.0825963,-103.6073902,,647.579285,65.42,251.808021,229.6734604,208.9634013,194.0974505,180.7938856,163053.3562,513427.1775,0.75
4966,Operator 10,Well 4698,MBH,9192,34,149,102,25,3860597,235623,11/3/2013,11 Sleeves and 23 P & P,47.70254695,-103.6806445,SW-GEL HYBRID,660,125.12,526.9230769,482.5443787,412.0425159,369.0846665,330.3364015,99578.35353,387636.6879,2.25
4967,Operator 18,Well 4699,MBH,9307,35,149,99,10,1928396,37089,3/17/2014,Sleeves,47.7337195,-103.3412138,LINEAR GEL (HC),660,114.02,929.0598291,618.8910804,452.0600482,362.7145884,296.8222661,182812.9743,370622.5142,0
4968,Operator 4,Well 47,TFH,9330,29,142,101,3,1895300,32926,11/14/2011,Sleeves,47.1520147,-103.4671296,SLICKWATER (HC),660,21.52,140.6969099,96.09905764,75,65.08145226,58.68945869,82816.10871,179238.657,0
4969,Operator 22,Well 470,TFH,4543,18,162,99,2,2083250,24053.97619,5/5/2010,OH,48.88120338,-103.490549,,660,48.46,170.0197239,164.0368179,146.7017313,133.1726204,123.3837388,287367.9067,781449.3086,0
4970,Operator 32,Well 4700,MBH,9710,30,148,98,13,3480340,55117,9/11/2013,Sleeves,47.64497007,-103.1064821,SW-XL HYBRID,660,96.27,631.7554241,455.4131054,345.3210607,286.1056323,247.3016656,227164.5805,320734.9467,2
4971,Operator 41,Well 4701,MBH,10142,30,151,100,34,4981840,77827,5/24/2014,P & P,47.8617227,-103.4710057,LINEAR GEL (HC),660,113.49,704.0105194,510.9029147,387.6835415,325.096793,278.7804076,167961.6371,425636.5042,3
4972,Operator 11,Well 4702,MBH,9413,36,152,100,28,3621048,79072,12/24/2013,Sleeves,47.95984252,-103.495342,,621.09835,121.07,750.3287311,578.4571554,456.497918,386.3576594,336.6617357,174197.8545,461675.373,1.75
4973,Operator 10,Well 4703,TFH,9225,34,149,102,25,3863547,235626,10/10/2013,11 Sleeves and 23 P & P,47.70276664,-103.6804428,,660,59.37,373.5042735,249.4521148,190.8448389,164.5920082,149.1452991,99652.37873,387696.2008,0.5
4974,Operator 10,Well 4704,MBH,8587,31,149,102,25,3603056,208024,9/21/2013,P & P,47.70276702,-103.6802396,LINEAR GEL (HC),660,79.68,464.0039448,381.6129739,289.3545913,242.1177588,211.264519,99699.96658,387679.578,1
4975,Operator 18,Well 4705,MBH,9918,29,149,99,10,1620806,30346,5/23/2014,Sleeves,47.73371969,-103.3416206,,660,77.24,516.7324129,380.2323033,281.7718606,234.1405508,201.736796,182717.7416,370655.7362,2
4976,Operator 18,Well 4706,MBH,9718,35,149,99,10,1952122,35725,5/20/2014,Sleeves,47.73371959,-103.3414172,,660,106.34,641.8145957,514.5079991,391.9789612,323.2120681,280.8678501,182765.3573,370639.1234,1
4977,Operator 4,Well 4707,MBH,9369,30,150,100,34,3137280,42767,10/10/2013,Sleeves,47.76221157,-103.4552449,,620.014785,78.44,460.190664,366.3488933,267.6692965,228.9356418,204.7529038,159572.882,389819.1284,1
4978,Operator 11,Well 4708,TFH,10253,36,152,100,28,3339573,103183,11/29/2013,Sleeves,47.95997959,-103.4953429,,536.7908,86.18,826.035503,551.9175981,372.8358536,288.8706261,239.4586895,174214.2975,461723.0195,1
4979,Operator 27,Well 4709,MBH,9423,,149,101,17,0,0,1/1/2013,No Data,47.7315531,-103.6329126,SLICKWATER (HC),660,58.27,291.4201183,222.3537147,187.2507123,169.0116152,155.9500329,114284.681,393759.7435,0
4980,Operator 20,Well 471,TFH,9010,30,163,98,29,3220750,42175,5/1/2010,OH,48.92284543,-103.4373082,,660,74.91,448.7508218,313.5327635,256.0322156,230.2103879,199.0384615,304648.4325,791669.3709,0
4981,Operator 18,Well 4710,MBH,10420,30,149,99,10,1676848,32639,5/25/2014,Sleeves,47.73371978,-103.341824,,647.90714,88.83,756.1801446,482.3361823,338.4012711,274.6475272,236.5795529,182670.1247,370672.3456,3
4982,Operator 23,Well 4711,MBH,10185,32,150,98,6,3597680,65316,8/24/2013,Sleeves,47.84708389,-103.2789949,CROSSLINKED (HC),660,87.12,511.9986851,419.0992768,342.7460004,279.9291402,242.061144,211053.7041,404919.6948,1
4983,Operator 4,Well 4712,MBH,9664,30,150,104,7,5930600,79314,8/19/2013,P & P (cmt.),47.8195872,-104.0401298,CROSSLINKED (HC),660,88.15,448.191979,401.0957703,306.5527066,256.3919936,228.5886478,29997.31713,457962.6685,1
4984,Operator 32,Well 4713,TFH,9220,30,153,95,36,3500140,60743,11/28/2013,Sleeves,48.03015078,-102.8286372,,636.41525,192.93,762.8533859,729.6625027,670.9675652,598.9553656,524.6274381,338181.5893,432331.1085,0.25
4985,Operator 18,Well 4714,TFH,10851,26,152,95,3,1829777,28365,4/8/2014,Sleeves,48.02272775,-102.8265591,,257.311205,87.62,706.1801446,536.7959676,383.048433,270.1037329,,337784.452,429581.8683,2
4986,Operator 41,Well 4715,MBH,9260,29,151,100,34,3689180,74445,5/24/2014,P & P,47.86164047,-103.471022,,660,101.6,607.6594346,470.5347359,337.1575718,283.1324421,240.7325225,167947.8507,425609.2999,3
4987,Operator 32,Well 4716,MBH,9258,30,153,95,36,3490040,56505,11/25/2013,Sleeves,48.03027414,-102.8286364,,642.9673,172.07,844.5759369,778.6982249,677.8763971,575.5679743,490.8640149,338196.4394,432373.9798,0
4988,Operator 18,Well 4717,MBH,10243,35,152,95,3,2472514,37747,4/13/2014,Sleeves,48.02272725,-102.8263547,CROSSLINKED (HC),252.62972,145.26,797.1729126,642.7460004,502.4928775,430.1994302,,337832.117,429565.3965,0.75
4989,Operator 45,Well 4718,MBH,9280,31,150,100,23,3876563,72925,10/8/2013,P & P,47.79102809,-103.4481771,,557.49577,136.03,634.8126233,566.0311199,490.4229673,435.3714661,377.0271751,164720.3323,399240.0544,1
4990,Operator 2,Well 4719,MBH,9423,30,150,99,4,2800663,81997,2/20/2014,P & P,47.84672538,-103.3508089,,433.29159,118.02,535.7659435,493.9623055,426.0957703,351.7605377,303.6324786,194225.0118,410632.0843,0.25
4991,Operator 1,Well 472,MBH,9527,24,160,95,5,2617890,43702,9/12/2010,P & P,48.71981447,-102.9754394,,655.278445,58.73,321.0387903,273.0221346,216.9680035,174.8338082,148.9946307,386373.2959,684175.611,0.5
4992,Operator 36,Well 4720,TFH,9974,32,149,95,2,2769020,66667,10/12/2013,Sleeves,47.75973865,-102.8084151,CROSSLINKED (HC),331.359425,101.18,409.4017094,406.1253561,342.8062678,290.7407407,260.672803,310792.2154,336627.2861,1
4993,Operator 18,Well 4721,TFH,10378,35,152,95,3,2466153,39485,4/5/2014,Sleeves,48.02272674,-102.8261502,CROSSLINKED (HC),261.24887,170.34,1088.527285,783.5963182,614.0806487,526.2327416,452.8407846,337879.8043,429548.9134,1
4994,Operator 2,Well 4722,TFH,9515,30,150,99,4,2759928,83876,2/17/2014,P & P,47.84672532,-103.3509311,CROSSLINKED (HC),433.29159,81.44,538.7245233,458.8647819,320.4799474,252.7102053,199.9890423,194196.4462,410642.0073,0
4995,Operator 36,Well 4723,MBH,9445,30,149,95,2,2756640,61985,10/15/2013,Sleeves,47.75971383,-102.8083055,LINEAR GEL (HC),165.507555,110.88,607.5936884,484.9002849,394.055446,334.9952517,292.8692746,310814.9754,336609.8799,0.5
4996,Operator 45,Well 4724,MBH,8713,29,150,101,24,3750049,81766,10/14/2013,P & P,47.79109111,-103.5461259,,660,112.72,515.0887574,449.5069034,395.7593688,350.5113595,311.1330265,141828.9264,407278.1642,1
4997,Operator 44,Well 4725,MBH,9157,33,150,96,20,3259578,58448,11/19/2013,P & P,47.79097573,-102.9974899,,589.20208,154.35,765.3846154,655.3364015,517.2145518,460.7312441,409.8153627,270193.3774,362667.2321,1.5
4998,Operator 36,Well 4726,MBH,9954,32,149,95,2,3094420,66035,10/16/2013,Sleeves,47.75966966,-102.8080861,CROSSLINKED (HC),252.775305,137.4,548.3234714,519.7457813,458.2237563,407.2576521,370.329279,310861.1918,336576.9544,1.5
4999,Operator 11,Well 4727,MBH,9870,34,151,102,32,3496735,219861,10/3/2013,P & P,47.84889588,-103.7615445,,581.515545,76.32,449.7698882,340.6969099,261.5439404,225.012784,202.0079991,98579.97532,445032.386,0
5000,Operator 45,Well 4728,MBH,9260,31,150,101,24,3725027,81612,10/17/2013,P & P,47.79109025,-103.5459223,CROSSLINKED (HC),580.12496,111.46,493.0309007,403.9338155,359.1332457,327.4052159,304.6351085,141876.4113,407261.1765,2
5001,Operator 23,Well 4729,MBH,9918,24,152,96,16,2402452,29220,9/10/2013,Sleeves,47.99128084,-102.963461,,460.637765,81.33,404.4707429,346.7236467,286.4891519,251.3843232,217.6282051,302073.7788,429584.0965,1
5002,Operator 22,Well 473,TFH,9598,10,163,99,20,1237009,34715,6/24/2010,Sleeves,48.92426339,-103.568151,,660,91.03,418.0473373,407.2430419,323.4768792,283.1908832,253.3037475,274820.3409,802667.2496,1
5003,Operator 44,Well 4730,TFH,9264,33,150,96,20,3335055,58699,11/15/2013,P & P,47.79097499,-102.9976202,,578.308525,131.54,682.9717291,609.7523559,492.9158448,404.394039,350.8766163,270162.7663,362677.4649,1.25
5004,Operator 41,Well 4731,MBH,10596,41,152,99,1,6044064,251700,10/27/2015,P & P (cmt.),48.02350229,-103.2932987,SLICKWATER (HC),592.955725,303.44,,,,,,229000.6826,467356.5063,5.75
5005,Operator 41,Well 4732,MBH,10603,41,152,99,1,9233680,163516,10/4/2015,P & P (cmt.),48.0235012,-103.2930697,CROSSLINKED (HC),604.57108,307.3,,,,,,229053.9205,467337.584,2
5006,Operator 41,Well 4733,TFH,10833,42,152,99,1,9450657,161249,10/6/2015,P & P (cmt.),48.02350066,-103.2929552,LINEAR GEL (HC),603.604215,192.94,,,,,,229080.54,467328.1247,1.25
5007,Operator 36,Well 4734,MBH,9891,32,150,95,35,3307600,67347,1/4/2014,Sleeves,47.76147679,-102.8084875,LINEAR GEL (HC),603.7123,125.91,704.2735043,570.052597,461.6425597,388.3629191,343.6582292,310981.5651,337237.6826,2.75
5008,Operator 18,Well 4735,MBH,9341,35,152,95,20,2422361,38308,9/12/2014,Sleeves,47.96482618,-102.8714135,,422.200695,154.95,968.5075608,835.119439,605.1172474,485.4700855,,320420.744,413013.7454,0.25
5009,Operator 18,Well 4736,TFH,9372,35,152,95,20,2545455,38730,9/25/2014,Sleeves,47.96482638,-102.8715524,,501.76738,152.83,1133.957922,880.0679378,611.1658996,463.6861714,,320388.3104,413024.9178,2.5
5010,Operator 11,Well 4737,TFH,9310,33,152,102,7,3934555,74893,2/16/2014,P & P,47.99937195,-103.7827805,,660,43.12,356.0157791,240.2366864,174.0521587,140.4448828,119.1431076,112076.7403,498945.2869,2.75
5011,Operator 1,Well 4738,MBH,9556,30,152,94,27,5883256,92227,4/15/2014,P & P,47.9627009,-102.6923454,LINEAR GEL (HC),483.75917,239.61,823.7343853,749.594565,706.4760026,662.8679962,606.1226167,362027.5853,398003.096,0.25
5012,Operator 36,Well 4739,MBH,9797,31,150,95,35,3137440,63398,1/8/2014,Sleeves,47.76147663,-102.8083735,LINEAR GEL (HC),608.33354,128.75,580.7363577,556.4212141,464.9901381,402.2682446,350.3533859,311008.2837,337228.5023,3.75
5013,Operator 22,Well 474,TFH,5456,18,162,99,14,414874,29700,8/9/2010,,48.86393254,-103.5068688,,660,31.43,127.2846811,116.5680473,96.86609687,85.84995252,76.85459128,281519.0524,776751.9274,0
5014,Operator 36,Well 4740,TFH,10332,33,150,95,28,3340879.562,79862,3/16/2014,Sleeves,47.78871934,-102.8364851,,359.12989,166.25,817.4227482,732.0074512,624.6110015,521.8752283,448.4056542,307652.4221,348955.1336,2.25
5015,Operator 11,Well 4741,MBH,10328,35,152,102,7,4009408,70068,2/16/2014,P & P,47.99946874,-103.782636,,660,63.89,258.0210388,241.6721455,211.6261232,191.591789,173.9206662,112122.2349,498966.9505,2.75
5016,Operator 11,Well 4742,TFH,8622,29,152,102,7,3123316,190912,2/1/2014,P & P,47.99956552,-103.7824956,,660,54.19,238.2314267,230.3747535,197.8522902,170.1658266,149.0247644,112166.7742,498988.9482,1.25
5017,Operator 1,Well 4743,TFH,9679,30,152,94,27,6087336,95746,4/24/2014,P & P,47.96269433,-102.6915284,LINEAR GEL (HC),579.616745,228.27,1062.886259,908.7332895,756.8047337,664.2632771,591.4064212,362217.8606,397935.8921,1.25
5018,Operator 23,Well 4744,MBH,9964,32,150,98,17,3487031,62027,12/15/2013,Sleeves,47.81818533,-103.2548355,CROSSLINKED (HC),660,94.25,539.1847469,441.321499,356.6239316,299.7918036,263.8094455,213219.3762,392922.8492,1
5019,Operator 36,Well 4745,MBH,10256,32,150,95,28,3494080.173,73242,3/19/2014,Sleeves,47.78879605,-102.8364748,LINEAR GEL (HC),620.757585,132.8,653.1886917,538.1766382,471.4716195,415.4247936,363.1163708,307663.9517,348980.9907,1.75
5020,Operator 10,Well 4746,MBH,9125,34,149,102,27,8501355,250127,9/2/2013,11 Sleeves and 23 P & P,47.69631993,-103.73081,CROSSLINKED (HC),660,66,354.799474,267.2145518,204.8487837,176.8902038,157.7525751,87080.7512,389618.5921,1
5021,Operator 11,Well 4747,TFH,8156,29,152,102,7,3054623,66188,2/1/2014,P & P,47.99966505,-103.7823511,SW-GEL HYBRID,660,34.19,166.2721893,135.8426474,114.3217182,101.1907371,84.04284462,112212.6047,499011.562,1
5022,Operator 23,Well 4748,MBH,9228,32,150,98,17,3584145,65924,12/18/2013,Sleeves,47.81818822,-103.2550189,,660,110.83,652.2024984,505.7747096,408.3881218,348.8238732,306.8458251,213176.8265,392938.7371,2
5023,Operator 36,Well 4749,MBH,9808,31,150,95,28,3414360,70806,3/13/2014,Sleeves,47.78864264,-102.8364994,LINEAR GEL (HC),660,143.44,,,,,,307639.9561,348929.6002,0.5
5024,Operator 20,Well 475,TFH,5819,11,163,99,27,1773354,20549,11/29/2009,Sleeves,48.90948861,-103.5093529,,660,70.71,302.1696252,272.3537147,238.6094675,222.4632917,210.4015998,286499.633,792800.6435,0
5025,Operator 4,Well 4750,MBH,9746,28,149,99,32,3240600,40808,11/23/2013,Sleeves,47.67541122,-103.3758767,LINEAR GEL (HC),660,60.36,396.3839579,261.5275038,199.5616919,171.2287238,151.3094455,167644.9873,353215.0839,1
5026,Operator 27,Well 4751,MBH,9139,25,148,101,15,3827291,77509,11/19/2013,P & P (cmt.),47.64400054,-103.5246114,SLICKWATER (HC),660,38.73,194.8060487,164.2998028,132.68135,113.5145007,99.80276134,128981.2857,354500.3573,0
5027,Operator 1,Well 4752,TFH,9750,30,152,99,34,5634740,107216,2/9/2014,P & P,47.93558776,-103.3389834,LINEAR GEL (HC),639.983955,126.81,530.8021039,491.6611878,449.6164804,388.8194901,351.7148806,207727.7906,440525.5623,1
5028,Operator 4,Well 4753,MBH,9464,30,149,99,33,3476376,43110,11/18/2013,Sleeves,47.675903,-103.3530856,SW-XL HYBRID,660,61.43,418.5075608,263.3574403,211.8562349,180.4441522,157.2074293,173045.9182,351524.9288,1
5029,Operator 1,Well 4754,TFH,9622,30,152,99,34,5776840,97829,2/9/2014,P & P,47.93558759,-103.3391671,LINEAR GEL (HC),573.179915,120.73,491.6831032,469.1540653,410.6947184,365.8192709,326.9203375,207684.9017,440540.4234,1
5030,Operator 36,Well 4755,MBH,9636,31,149,95,3,3265056,69286,4/20/2014,Sleeves,47.75976905,-102.8177168,LINEAR GEL (HC),475.68586,135.06,1071.13741,770.6552707,528.3147052,428.6142158,362.8342099,308614.1822,337382.5118,3.75
5031,Operator 4,Well 4756,MBH,9697,30,149,100,14,2979820,39467,10/1/2013,Sleeves,47.73149313,-103.4464228,LINEAR GEL (HC),660,71.37,431.5253123,354.8433048,264.2450142,215.09241,185.4892615,157912.6389,378439.8265,2
5032,Operator 32,Well 4757,MBH,9551,30,151,96,1,3501240,57398,4/24/2014,Sleeves,47.93341864,-102.9091226,,654.22038,147.87,759.0729783,650.6903353,550.1534078,463.9272409,389.7983783,307867.1406,405104.1905,1
5033,Operator 32,Well 4758,MBH,9515,30,153,95,31,3498540,56614,12/1/2013,Sleeves,48.02454273,-102.9465013,,572.81814,181.41,857.495069,814.584703,680.8130616,563.8797575,479.2488494,310002.8312,439796.007,1.25
5034,Operator 36,Well 4759,TFH,9833,31,149,95,3,3282516,70011,4/18/2014,Sleeves,47.75976905,-102.8178308,LINEAR GEL (HC),441.3184,84.91,589.4477318,388.2533421,308.4155161,267.305866,228.7256191,308587.4449,337391.6395,2.75
5035,Operator 1,Well 476,TFH,9438,24,160,96,17,2304073,46283,3/26/2010,P & P,48.69066404,-103.1079642,,660,50.36,324.0959895,251.6436555,185.0153408,148.9845862,127.9147491,352320.2635,684539.5045,0
5036,Operator 32,Well 4760,MBH,9068,30,151,96,1,3499980,61116,4/22/2014,Sleeves,47.93342002,-102.9093063,CROSSLINKED (HC),628.52112,127.44,650.2301118,576.254657,494.7841332,393.2573599,317.2967346,307824.3624,405119.3806,0
5037,Operator 32,Well 4761,TFH,8022,30,153,95,31,3525132,56058.06898,12/2/2013,Sleeves,48.02454329,-102.9466854,,596.84028,135.42,688.9875082,656.4869603,516.7707648,420.4762948,358.6483673,309959.9348,439810.9394,1.5
5038,Operator 36,Well 4762,MBH,9945,31,149,95,3,3275386,69081,4/21/2014,Sleeves,47.75976905,-102.8179447,LINEAR GEL (HC),485.22481,113.74,747.1071663,526.736796,418.9677844,358.1013953,314.623055,308560.731,337400.7593,4.75
5039,Operator 36,Well 4763,TFH,9972,32,149,95,3,3104798,74430,4/14/2014,Sleeves,47.75976905,-102.8180586,SLICKWATER (HC),492.924975,80.42,524.0631164,387.9136533,307.8238001,255.6286069,218.4500329,308534.0171,337409.8791,1.75
5040,Operator 4,Well 4764,MBH,9190,30,149,99,8,3646960,45272,6/11/2014,Sleeves,47.73340034,-103.3826552,,660,77.12,422.6166995,354.6022354,279.6625027,238.4286654,207.8621521,173071.3037,373891.6885,0
5041,Operator 32,Well 4765,TFH,9564,30,151,96,1,3499840,60502,4/26/2014,Sleeves,47.93342141,-102.90949,,650.175875,127.78,649.6055227,565.9653737,459.045584,382.6064724,321.4414859,307781.5854,405134.5743,0.5
5042,Operator 45,Well 4766,MBH,8658,31,148,100,7,3610520,70269,10/2/2013,P & P,47.64707384,-103.4659416,CROSSLINKED (HC),595.68261,82.34,407.6265615,344.718387,288.3629191,250.8948791,222.3016656,143104.4681,350753.0525,0
5043,Operator 32,Well 4767,MBH,10158,30,152,96,7,3589920,62677,11/8/2013,Sleeves,47.99294368,-103.0082246,SW-XL HYBRID,660,137.91,788.7573964,686.92746,545.1950471,460.4974797,389.2203594,291821.869,433752.5189,1
5044,Operator 18,Well 4768,MBH,9324,30,152,95,32,2074749,31938,3/20/2014,Sleeves,47.9357318,-102.8633952,,360.694895,140.88,964.2011834,700.3616042,553.7749288,444.4152239,375.2849003,318832.7694,402250.0839,2.25
5045,Operator 32,Well 4769,TFH,9302,30,151,96,1,3502760,56182,4/30/2014,Sleeves,47.9334228,-102.9096737,CROSSLINKED (HC),655.74302,119.74,635.2399737,527.0984002,437.0425159,360.3696399,301.0574184,307738.8085,405149.768,1.5
5046,Operator 1,Well 477,MBH,9587,24,161,95,14,2395710,44309,6/20/2010,P & P,48.77772209,-102.9666764,,625.23952,86.4,390.3681788,382.127986,318.4527723,265.150851,234.7715319,395321.9927,703663.6147,0.25
5047,Operator 32,Well 4770,TFH,9439,30,153,95,31,3500980,40899,12/27/2013,Sleeves,48.02458042,-102.9397254,CROSSLINKED (HC),627.452645,156.95,756.0486522,719.460881,581.5088757,467.9450654,402.8353057,311588.6331,439266.7558,1.25
5048,Operator 32,Well 4771,TFH,10535,30,152,96,7,3361620,60555,11/13/2013,Sleeves,47.99294304,-103.0084086,SW-XL HYBRID,660,145.66,775.3122945,671.6852948,547.9728249,467.0721017,402.2572869,291778.8399,433767.0641,0.5
5049,Operator 4,Well 4772,MBH,9326,30,149,99,8,3760840,57818,6/12/2014,P & P (cmt.),47.73339973,-103.3824722,LINEAR GEL (HC),660,100.02,546.4825773,480.429542,382.0622398,309.4199722,265.2914749,173114.0741,373876.5412,1
5050,Operator 2,Well 4773,TFH,9184,30,150,98,31,3521340,103953,3/5/2014,P & P,47.76286465,-103.2711082,,563.620985,92.28,416.3050625,383.7825992,320.2388779,274.7826722,240.1873767,202744.2329,375034.4473,1.75
5051,Operator 2,Well 4774,MBH,9105,30,150,98,31,3657080,90236,2/25/2014,P & P,47.76278241,-103.2711077,,660,132.52,666.4036818,583.2127986,474.002849,397.9253415,347.6386149,202734.4364,375005.8518,2.25
5052,Operator 32,Well 4775,MBH,9458,20,153,95,30,2854800,43175,5/23/2014,Sleeves,48.05181448,-102.9366211,,627.452645,153.26,791.5516108,701.5998247,538.6806925,460.6253196,393.6719264,315562.0686,448493.2387,0
